id,Day,Month,Year,Tminimum,Tmaximum,Tmean,RHmean,WS,ET,ET_M1,D_M1,ET_M2,D_M2,ET_M3,D_M3,ET_M4,D_M4,ET_M5,D_M5
7649,9         ,12        ,2020      ,16.5,24.0,11.0,66,2.52,3.1,1.97,1.13,3.4,0.3,6.28,3.18,2.74,0.36,2.77,0.33
7650,10        ,12        ,2020      ,16.5,23.9,11.5,74,2.02,2.6,4.32,1.72,1.7,0.9,0.77,1.83,1.51,1.09,-1.7,4.3
7651,11        ,12        ,2020      ,15.9,23.1,10.6,70,2.29,2.7,1.86,0.84,2.11,0.59,-0.3,3.0,2.52,0.18,4.98,2.28
7652,12        ,12        ,2020      ,14.7,21.7,9.6,71,1.25,2.2,0.97,1.23,2.49,0.29,3.85,1.65,1.29,0.91,-1.84,4.04
7653,13        ,12        ,2020      ,12.9,19.3,7.5,64,1.38,2.2,1.64,0.56,1.65,0.55,1.9,0.3,0.91,1.29,4.22,2.02
7654,14        ,12        ,2020      ,12.8,20.2,7.7,56,1.56,2.5,1.56,0.94,2.75,0.25,1.42,1.08,1.78,0.72,-3.49,5.99
7655,15        ,12        ,2020      ,11.5,18.4,6.2,55,1.73,2.5,2.77,0.27,1.65,0.85,6.23,3.73,1.53,0.97,1.34,1.16
7656,16        ,12        ,2020      ,10.5,18.7,4.4,60,1.63,2.4,1.74,0.66,1.86,0.54,0.02,2.38,1.87,0.53,-2.73,5.13
7657,17        ,12        ,2020      ,11.3,17.8,5.3,45,1.12,2.2,4.18,1.98,1.39,0.81,-1.35,3.55,1.41,0.79,5.31,3.11
7658,18        ,12        ,2020      ,13.4,19.7,7.2,37,1.08,2.4,1.09,1.31,2.9,0.5,4.6,2.2,2.18,0.22,-2.47,4.87
7659,19        ,12        ,2020      ,14.8,22.4,8.2,38,1.05,2.6,0.91,1.69,2.4,0.2,1.74,0.86,2.0,0.6,5.45,2.85
7660,20        ,12        ,2020      ,15.2,22.3,7.7,40,1.01,2.5,1.68,0.82,1.7,0.8,6.01,3.51,2.47,0.03,1.68,0.82
7661,21        ,12        ,2020      ,15.3,22.3,8.8,40,1.16,2.7,1.29,1.41,2.86,0.16,2.02,0.68,3.59,0.89,-2.1,4.8
7662,22        ,12        ,2020      ,14.3,22.8,7.5,47,1.72,3.1,2.57,0.53,2.34,0.76,-0.23,3.33,1.83,1.27,3.66,0.56
7663,23        ,12        ,2020      ,13.9,22.6,7.2,52,1.75,3.0,4.86,1.86,3.45,0.45,4.98,1.98,2.29,0.71,-0.94,3.94
7664,24        ,12        ,2020      ,14.0,22.1,7.9,49,1.45,2.8,2.35,0.45,2.65,0.15,2.17,0.63,1.71,1.09,4.71,1.91
7665,25        ,12        ,2020      ,13.3,22.3,6.3,50,1.83,3.1,1.53,1.57,2.69,0.41,4.91,1.81,2.58,0.52,6.78,3.68
7666,26        ,12        ,2020      ,14.1,22.4,8.1,50,1.41,2.7,4.66,1.96,2.81,0.11,2.24,0.46,2.78,0.08,1.05,1.65
7667,27        ,12        ,2020      ,12.1,19.2,8.0,45,2.93,3.5,2.22,1.28,2.79,0.71,0.79,2.71,3.83,0.33,6.32,2.82
7668,28        ,12        ,2020      ,10.8,18.9,4.1,42,1.47,2.6,0.93,1.67,3.48,0.88,-1.28,3.88,2.28,0.32,1.81,0.79
7669,29        ,12        ,2020      ,10.1,18.1,4.4,60,1.66,2.4,1.4,1.0,1.82,0.58,4.93,2.53,2.26,0.14,-2.37,4.77
7670,30        ,12        ,2020      ,11.6,18.1,6.5,51,1.16,2.2,0.82,1.38,2.47,0.27,1.02,1.18,2.84,0.64,-3.73,5.93
7671,31        ,12        ,2020      ,11.3,18.3,5.0,47,1.3,2.4,1.69,0.71,1.53,0.87,6.24,3.84,3.16,0.76,6.31,3.91
7672,1         ,1         ,2021      ,11.4,18.9,5.8,46,1.55,2.6,2.64,0.04,2.83,0.23,1.59,1.01,1.59,1.01,0.72,1.88
7673,2         ,1         ,2021      ,10.9,17.1,7.1,61,2.8,2.6,3.02,0.42,1.77,0.83,-1.06,3.66,3.04,0.44,8.46,5.86
7674,3         ,1         ,2021      ,12.0,19.5,7.4,84,1.62,1.9,0.15,1.75,2.43,0.53,4.21,2.31,1.34,0.56,0.88,1.02
7675,4         ,1         ,2021      ,14.7,21.7,8.2,81,1.72,2.2,3.27,1.07,1.98,0.22,1.24,0.96,1.39,0.81,7.2,5.0
7676,5         ,1         ,2021      ,15.9,19.4,13.5,90,1.95,1.5,0.04,1.46,1.01,0.49,3.64,2.14,1.88,0.38,0.74,0.76
7677,6         ,1         ,2021      ,13.8,21.0,8.7,77,1.89,2.3,3.09,0.79,2.48,0.18,1.51,0.79,1.67,0.63,-2.43,4.73
7678,7         ,1         ,2021      ,12.8,19.4,6.5,69,1.3,2.2,3.37,1.17,1.42,0.78,-1.24,3.44,2.14,0.06,0.0900000000000003,2.11
7679,8         ,1         ,2021      ,13.2,20.5,8.3,56,1.47,2.5,2.0,0.5,2.98,0.48,4.59,2.09,2.19,0.31,6.37,3.87
7680,9         ,1         ,2021      ,12.0,20.1,5.8,62,1.92,2.7,4.52,1.82,3.44,0.74,-0.56,3.26,3.26,0.56,0.85,1.85
7681,10        ,1         ,2021      ,12.5,19.2,6.8,57,1.46,2.4,2.19,0.21,1.96,0.44,0.89,1.51,2.28,0.12,8.22,5.82
7682,11        ,1         ,2021      ,13.8,21.1,6.8,45,1.2,2.6,4.14,1.54,2.73,0.13,5.29,2.69,1.74,0.86,1.61,0.99
7683,12        ,1         ,2021      ,14.1,22.1,6.5,35,1.1,2.8,4.72,1.92,2.07,0.73,1.46,1.34,1.69,1.11,7.76,4.96
7684,13        ,1         ,2021      ,14.3,22.5,5.8,31,1.34,3.1,1.85,1.25,3.11,0.01,-0.89,3.99,3.04,0.06,0.16,2.94
7685,14        ,1         ,2021      ,14.2,23.6,7.0,33,1.52,3.4,2.82,0.58,4.09,0.69,6.04,2.64,4.19,0.79,-1.3,4.7
7686,15        ,1         ,2021      ,13.1,23.1,5.5,41,1.66,3.3,2.54,0.76,4.17,0.87,-0.52,3.82,2.26,1.04,5.98,2.68
7687,16        ,1         ,2021      ,11.4,19.9,4.6,48,1.57,2.8,1.65,1.15,2.24,0.56,5.27,2.47,1.5,1.3,2.15,0.65
7688,17        ,1         ,2021      ,11.2,20.8,4.1,49,2.23,3.3,3.78,0.48,3.56,0.26,2.18,1.12,2.57,0.73,7.93,4.63
7689,18        ,1         ,2021      ,11.5,20.9,5.2,60,2.8,3.3,2.44,0.86,2.44,0.86,-0.47,3.77,3.59,0.29,2.91,0.39
7690,19        ,1         ,2021      ,12.1,20.0,4.9,57,1.34,2.6,2.79,0.19,2.38,0.22,3.54,0.94,2.06,0.54,6.97,4.37
7691,20        ,1         ,2021      ,14.6,22.3,7.6,48,0.86,2.5,3.08,0.58,3.32,0.82,-1.09,3.59,1.71,0.79,4.84,2.34
7692,21        ,1         ,2021      ,16.1,25.1,7.7,41,1.58,3.5,1.6,1.9,2.99,0.51,5.74,2.24,3.72,0.22,3.18,0.32
7693,22        ,1         ,2021      ,16.4,27.0,8.1,37,2.35,4.6,5.83,1.23,4.81,0.21,3.71,0.89,3.99,0.61,2.52,2.08
7694,23        ,1         ,2021      ,14.2,21.1,9.4,51,2.74,3.5,1.89,1.61,3.97,0.47,5.57,2.07,3.46,0.04,8.96,5.46
7695,24        ,1         ,2021      ,13.7,21.1,7.3,31,0.72,2.4,3.34,0.94,2.23,0.17,2.08,0.32,2.69,0.29,-1.03,3.43
7696,25        ,1         ,2021      ,13.6,21.2,7.4,28,0.95,2.7,4.03,1.33,3.47,0.77,5.67,2.97,1.55,1.15,7.3,4.6
7697,26        ,1         ,2021      ,14.3,21.9,8.5,32,0.91,2.7,3.15,0.45,2.24,0.46,2.55,0.15,2.6,0.1,0.13,2.57
7698,27        ,1         ,2021      ,13.4,21.7,6.7,35,1.32,3.1,2.26,0.84,2.37,0.73,5.9,2.8,2.27,0.83,7.44,4.34
7699,28        ,1         ,2021      ,13.8,21.7,7.3,30,1.09,3.0,1.77,1.23,3.42,0.42,-0.57,3.57,2.04,0.96,0.69,2.31
7700,29        ,1         ,2021      ,13.9,23.1,5.4,31,1.38,3.4,3.75,0.35,3.28,0.12,5.62,2.22,2.19,1.21,-2.29,5.69
7701,30        ,1         ,2021      ,14.7,24.3,6.4,28,1.43,3.6,2.86,0.74,4.32,0.72,2.73,0.87,3.44,0.16,2.15,1.45
7702,31        ,1         ,2021      ,16.4,26.0,6.4,26,1.53,4.0,4.07,0.07,3.92,0.08,0.48,3.52,4.89,0.89,9.43,5.43
7703,1         ,2         ,2021      ,16.1,26.8,8.5,30,1.48,4.0,2.61,1.39,3.32,0.68,3.3,0.7,3.55,0.45,0.6,3.4
7704,2         ,2         ,2021      ,15.3,26.2,7.2,39,1.57,3.9,2.12,1.78,4.27,0.37,7.25,3.35,4.6,0.7,-0.66,4.56
7705,3         ,2         ,2021      ,15.6,25.3,9.7,39,1.62,3.8,4.9,1.1,3.73,0.07,1.8,2.0,4.76,0.96,6.34,2.54
7706,4         ,2         ,2021      ,14.1,22.9,7.5,47,2.23,3.8,2.31,1.49,3.47,0.33,3.15,0.65,3.28,0.52,0.0999999999999996,3.7
7707,5         ,2         ,2021      ,14.9,23.0,8.9,50,1.22,3.0,3.82,0.82,2.97,0.03,4.83,1.83,3.77,0.77,4.68,1.68
7708,6         ,2         ,2021      ,15.8,24.2,8.0,46,1.23,3.3,4.51,1.21,3.93,0.63,2.82,0.48,2.97,0.33,-2.35,5.65
7709,7         ,2         ,2021      ,17.4,25.6,9.2,36,1.05,3.4,2.87,0.53,3.08,0.32,6.13,2.73,2.34,1.06,7.03,3.63
7710,8         ,2         ,2021      ,18.8,27.4,8.9,32,1.2,3.8,4.72,0.92,4.39,0.59,-0.1,3.9,3.94,0.14,9.19,5.39
7711,9         ,2         ,2021      ,19.6,27.9,10.8,30,2.16,5.0,4.96,0.04,4.72,0.28,7.55,2.55,4.12,0.88,1.63,3.37
7712,10        ,2         ,2021      ,19.5,28.7,14.0,31,1.68,4.5,3.13,1.37,3.62,0.88,3.3,1.2,5.76,1.26,-0.0300000000000002,4.53
7713,11        ,2         ,2021      ,18.7,29.0,9.9,39,1.64,4.4,2.64,1.76,4.98,0.58,0.55,3.85,3.71,0.69,6.91,2.51
7714,12        ,2         ,2021      ,19.6,29.0,12.9,35,1.73,4.5,3.42,1.08,3.66,0.84,5.53,1.03,3.56,0.94,4.02,0.48
7715,13        ,2         ,2021      ,19.9,29.6,12.7,30,1.7,4.7,6.37,1.67,5.24,0.54,1.02,3.68,5.2,0.5,9.16,4.46
7716,14        ,2         ,2021      ,19.4,29.6,11.1,30,1.9,5.0,4.21,0.79,4.77,0.23,7.33,2.33,4.24,0.76,5.22,0.22
7717,15        ,2         ,2021      ,19.4,29.8,11.0,32,1.86,5.0,5.12,0.12,4.17,0.83,4.02,0.98,5.32,0.32,0.8,4.2
7718,16        ,2         ,2021      ,19.5,29.9,11.2,38,1.66,4.7,4.39,0.31,4.89,0.19,6.85,2.15,5.27,0.57,6.87,2.17
7719,17        ,2         ,2021      ,19.6,29.2,11.9,36,1.64,4.6,5.1,0.5,3.81,0.79,3.79,0.81,5.9,1.3,4.45,0.15
7720,18        ,2         ,2021      ,19.6,29.9,11.2,27,1.82,5.1,6.18,1.08,5.59,0.49,8.56,3.46,4.24,0.86,6.41,1.31
7721,19        ,2         ,2021      ,19.7,29.3,10.8,28,1.61,4.8,5.01,0.21,4.62,0.18,2.69,2.11,5.91,1.11,-0.49,5.29
7722,20        ,2         ,2021      ,20.2,29.9,11.6,24,1.7,5.0,4.2,0.8,4.55,0.45,1.72,3.28,4.33,0.67,4.55,0.45
7723,21        ,2         ,2021      ,22.2,31.4,12.0,23,1.2,4.5,2.58,1.92,4.64,0.14,6.43,1.93,3.57,0.93,8.93,4.43
7724,22        ,2         ,2021      ,24.1,32.5,15.1,19,1.77,5.5,4.25,1.25,4.76,0.74,2.79,2.71,5.99,0.49,3.1,2.4
7725,23        ,2         ,2021      ,23.6,33.0,14.9,23,2.2,6.2,8.03,1.83,6.64,0.44,7.56,1.36,6.81,0.61,2.04,4.16
7726,24        ,2         ,2021      ,24.2,33.6,14.9,27,1.79,5.6,4.64,0.96,4.9,0.7,5.59,0.01,5.43,0.17,7.74,2.14
7727,25        ,2         ,2021      ,25.2,34.0,16.4,26,1.5,5.3,3.75,1.55,5.7,0.4,7.96,2.66,5.72,0.42,5.18,0.12
7728,26        ,2         ,2021      ,25.5,34.0,17.2,30,2.66,6.7,7.37,0.67,6.79,0.09,10.53,3.83,5.41,1.29,10.79,4.09
7729,27        ,2         ,2021      ,22.9,31.5,15.9,25,3.3,7.2,5.2,2.0,6.51,0.69,4.72,2.48,7.44,0.24,13.05,5.85
7730,28        ,2         ,2021      ,21.0,30.7,12.8,19,1.51,5.1,5.69,0.59,5.15,0.05,6.23,1.13,4.0,1.1,1.27,3.83
7731,1         ,3         ,2021      ,21.6,30.8,12.8,22,1.66,5.3,4.73,0.57,4.65,0.65,1.51,3.79,5.25,0.05,7.11,1.81
7732,2         ,3         ,2021      ,22.6,31.6,14.4,21,1.68,5.4,6.36,0.96,5.75,0.35,6.36,0.96,6.31,0.91,8.37,2.97
7733,3         ,3         ,2021      ,24.4,33.6,15.0,14,1.84,6.1,5.81,0.29,6.06,0.04,2.49,3.61,4.94,1.16,5.16,0.94
7734,4         ,3         ,2021      ,24.5,35.3,15.8,17,2.41,7.2,8.81,1.61,6.89,0.31,9.46,2.26,7.93,0.73,12.12,4.92
7735,5         ,3         ,2021      ,24.2,33.9,14.7,21,1.68,5.8,7.8,2.0,5.8,0.0,4.89,0.91,6.78,0.98,8.7,2.9
7736,6         ,3         ,2021      ,26.8,36.7,16.6,18,2.52,7.6,6.28,1.32,7.0,0.6,5.51,2.09,7.06,0.54,2.94,4.66
7737,7         ,3         ,2021      ,26.9,35.5,19.6,29,2.4,6.8,8.51,1.71,7.1,0.3,7.54,0.74,6.9,0.1,4.77,2.03
7738,8         ,3         ,2021      ,26.4,34.9,18.6,29,1.62,5.7,4.66,1.04,6.26,0.56,2.31,3.39,5.35,0.35,1.9,3.8
7739,9         ,3         ,2021      ,25.5,33.8,17.8,32,1.99,6.0,4.77,1.23,5.74,0.26,8.04,2.04,7.21,1.21,7.77,1.77
7740,10        ,3         ,2021      ,25.6,33.5,19.1,29,1.05,4.7,6.11,1.41,5.55,0.85,7.91,3.21,4.87,0.17,-0.45,5.15
7741,11        ,3         ,2021      ,26.7,36.1,19.2,21,2.84,7.9,6.1,1.8,7.35,0.55,6.04,1.86,6.87,1.03,6.99,0.91
7742,12        ,3         ,2021      ,25.5,34.0,18.8,27,1.38,5.3,6.43,1.13,4.48,0.82,5.19,0.11,5.89,0.59,9.59,4.29
7743,13        ,3         ,2021      ,24.5,32.3,17.0,40,2.09,5.7,5.95,0.25,6.21,0.51,4.41,1.29,4.86,0.84,5.65,0.05
7744,14        ,3         ,2021      ,25.8,33.3,18.2,31,1.43,5.3,4.46,0.84,5.09,0.21,8.84,3.54,5.7,0.4,9.33,4.03
7745,15        ,3         ,2021      ,26.6,34.1,19.7,30,1.47,5.4,3.44,1.96,6.2,0.8,6.12,0.72,4.14,1.26,3.4,2.0
7746,16        ,3         ,2021      ,27.6,35.4,20.2,27,1.62,5.9,5.35,0.55,5.73,0.17,8.87,2.97,5.68,0.22,-0.0800000000000001,5.98
7747,17        ,3         ,2021      ,27.3,34.9,19.8,27,1.38,5.5,3.82,1.68,4.74,0.76,3.88,1.62,4.42,1.08,7.24,1.74
7748,18        ,3         ,2021      ,26.4,35.5,20.0,34,2.7,7.2,6.2,1.0,7.66,0.46,4.41,2.79,7.17,0.03,1.48,5.72
7749,19        ,3         ,2021      ,26.3,34.0,17.4,37,1.2,5.2,3.81,1.39,5.04,0.16,6.64,1.44,4.31,0.89,8.89,3.69
7750,20        ,3         ,2021      ,28.6,35.4,21.6,24,1.06,5.0,3.22,1.78,4.67,0.33,4.91,0.09,3.86,1.14,3.33,1.67
7751,21        ,3         ,2021      ,29.0,37.1,21.3,23,1.97,6.8,5.7,1.1,6.83,0.03,9.54,2.74,7.5,0.7,10.23,3.43
7752,22        ,3         ,2021      ,27.0,34.3,20.9,30,2.26,6.6,5.11,1.49,5.98,0.62,10.12,3.52,6.34,0.26,5.79,0.81
7753,23        ,3         ,2021      ,24.7,31.9,18.7,41,2.33,5.9,6.72,0.82,5.01,0.89,3.73,2.17,6.42,0.52,10.68,4.78
7754,24        ,3         ,2021      ,23.2,31.1,15.9,34,1.74,5.5,7.44,1.94,5.0,0.5,8.45,2.95,5.42,0.08,4.95,0.55
7755,25        ,3         ,2021      ,24.4,32.3,15.6,36,1.41,5.4,5.93,0.53,6.16,0.76,3.8,1.6,6.34,0.94,9.92,4.52
7756,26        ,3         ,2021      ,27.4,34.6,19.8,28,1.28,5.4,7.05,1.65,6.28,0.88,5.15,0.25,6.59,1.19,2.9,2.5
7757,27        ,3         ,2021      ,29.0,37.1,19.9,25,1.23,5.8,5.56,0.24,5.56,0.24,7.22,1.42,5.05,0.75,5.33,0.47
7758,28        ,3         ,2021      ,29.9,40.4,21.0,21,2.82,9.0,7.63,1.37,8.16,0.84,8.93,0.07,10.0,1.0,11.24,2.24
7759,29        ,3         ,2021      ,30.7,40.8,22.8,22,3.27,9.7,10.39,0.69,10.24,0.54,12.42,2.72,9.13,0.57,9.49,0.21
7760,30        ,3         ,2021      ,27.3,36.1,20.0,17,4.16,10.1,9.02,1.08,9.87,0.23,13.6,3.5,10.92,0.82,14.29,4.19
7761,31        ,3         ,2021      ,26.5,37.0,17.0,15,2.12,7.6,8.01,0.41,7.19,0.41,5.45,2.15,7.22,0.38,5.44,2.16
7762,1         ,4         ,2021      ,26.3,37.2,16.3,10,2.1,7.7,8.49,0.79,7.8,0.1,6.9,0.8,8.94,1.24,3.77,3.93
7763,2         ,4         ,2021      ,25.9,36.0,16.4,10,2.38,7.9,7.78,0.12,7.53,0.37,9.87,1.97,8.09,0.19,9.8,1.9
7764,3         ,4         ,2021      ,26.9,37.3,17.5,8,2.62,8.6,7.16,1.44,8.54,0.06,7.98,0.62,7.55,1.05,2.72,5.88
7765,4         ,4         ,2021      ,28.8,38.5,18.9,9,2.05,7.8,5.97,1.83,8.46,0.66,11.07,3.27,7.81,0.01,11.65,3.85
7766,5         ,4         ,2021      ,27.8,36.3,19.5,21,3.56,9.3,8.14,1.16,8.94,0.36,7.37,1.93,8.43,0.87,3.68,5.62
7767,6         ,4         ,2021      ,27.8,37.5,20.7,40,4.35,9.3,7.76,1.54,9.92,0.62,6.2,3.1,9.73,0.43,6.31,2.99
7768,7         ,4         ,2021      ,26.6,35.3,20.1,27,2.04,6.8,7.67,0.87,6.48,0.32,8.55,1.75,7.48,0.68,2.05,4.75
7769,8         ,4         ,2021      ,26.5,35.1,16.3,19,1.23,5.9,4.64,1.26,5.89,0.01,5.5,0.4,5.66,0.24,8.63,2.73
7770,9         ,4         ,2021      ,28.3,36.8,18.3,14,1.87,7.2,5.96,1.24,7.81,0.61,10.25,3.05,7.69,0.49,6.49,0.71
7771,10        ,4         ,2021      ,29.6,37.5,20.0,14,1.46,6.5,4.87,1.63,5.63,0.87,6.73,0.23,6.44,0.06,11.18,4.68
7772,11        ,4         ,2021      ,31.3,39.8,20.9,13,1.58,7.1,7.86,0.76,7.67,0.57,4.22,2.88,6.18,0.92,7.54,0.44
7773,12        ,4         ,2021      ,31.8,40.6,22.9,11,1.95,7.9,6.55,1.35,7.63,0.27,6.77,1.13,6.73,1.17,3.48,4.42
7774,13        ,4         ,2021      ,31.8,40.2,22.6,17,1.73,7.4,8.07,0.67,6.54,0.86,9.7,2.3,8.13,0.73,5.6,1.8
7775,14        ,4         ,2021      ,32.5,40.0,24.6,16,1.5,6.8,7.86,1.06,7.03,0.23,5.85,0.95,5.82,0.98,10.36,3.56
7776,15        ,4         ,2021      ,31.1,39.7,22.6,15,2.22,8.2,7.82,0.38,7.38,0.82,11.8,3.6,8.74,0.54,6.67,1.53
7777,16        ,4         ,2021      ,29.0,37.2,22.5,28,3.2,8.7,10.21,1.51,9.22,0.52,6.45,2.25,8.59,0.11,14.21,5.51
7778,17        ,4         ,2021      ,28.3,35.2,19.7,37,2.27,7.0,6.9,0.1,6.78,0.22,10.03,3.03,6.64,0.36,3.51,3.49
7779,18        ,4         ,2021      ,30.0,38.8,20.6,26,2.34,8.1,6.68,1.42,7.71,0.39,6.42,1.68,9.32,1.22,2.85,5.25
7780,19        ,4         ,2021      ,30.5,38.4,22.2,24,2.16,7.7,5.89,1.81,7.52,0.18,10.56,2.86,7.53,0.17,10.92,3.22
7781,20        ,4         ,2021      ,25.2,29.9,19.8,42,2.72,6.1,7.23,1.13,6.87,0.77,4.59,1.51,7.13,1.03,4.9,1.2
7782,21        ,4         ,2021      ,24.7,31.4,17.4,47,1.38,5.2,4.74,0.46,4.73,0.47,5.36,0.16,4.61,0.59,7.56,2.36
7783,22        ,4         ,2021      ,29.3,37.1,20.9,29,2.38,7.8,8.65,0.85,8.44,0.64,4.99,2.81,6.95,0.85,7.46,0.34
7784,23        ,4         ,2021      ,27.3,34.3,21.0,28,3.83,8.8,8.63,0.17,8.46,0.34,4.82,3.98,9.21,0.41,13.11,4.31
7785,24        ,4         ,2021      ,26.9,36.0,16.7,28,1.8,7.0,7.56,0.56,6.87,0.13,9.63,2.63,6.34,0.66,7.08,0.08
7786,25        ,4         ,2021      ,30.8,39.6,19.5,18,1.41,7.0,5.11,1.89,7.72,0.72,5.72,1.28,7.22,0.22,2.95,4.05
7787,26        ,4         ,2021      ,33.2,42.0,25.2,13,1.57,7.4,8.41,1.01,7.49,0.09,11.33,3.93,6.32,1.08,5.97,1.43
7788,27        ,4         ,2021      ,33.6,43.4,23.7,9,1.95,8.5,7.1,1.4,7.82,0.68,9.61,1.11,8.53,0.03,11.69,3.19
7789,28        ,4         ,2021      ,34.2,42.8,25.3,12,1.85,8.1,9.49,1.39,8.48,0.38,4.34,3.76,7.2,0.9,6.93,1.17
7790,29        ,4         ,2021      ,34.7,43.3,25.8,18,2.34,9.1,10.87,1.77,9.02,0.08,11.51,2.41,7.95,1.15,14.24,5.14
7791,30        ,4         ,2021      ,32.8,40.0,25.7,23,2.35,8.3,8.14,0.16,7.96,0.34,5.11,3.19,9.01,0.71,7.99,0.31
7792,1         ,5         ,2021      ,33.9,41.6,25.1,24,1.44,7.1,5.15,1.95,7.14,0.04,8.94,1.84,6.83,0.27,3.42,3.68
7793,2         ,5         ,2021      ,33.2,38.0,28.3,25,3.36,9.0,8.66,0.34,8.37,0.63,8.51,0.49,9.52,0.52,14.45,5.45
7794,3         ,5         ,2021      ,34.0,41.0,26.7,24,1.84,7.6,9.26,1.66,7.93,0.33,10.74,3.14,7.52,0.08,4.18,3.42
7795,4         ,5         ,2021      ,33.8,39.5,25.9,23,1.95,7.5,7.45,0.05,8.1,0.6,11.41,3.91,7.16,0.34,6.1,1.4
7796,5         ,5         ,2021      ,34.1,40.5,27.4,24,1.62,7.1,8.48,1.38,6.81,0.29,4.54,2.56,5.9,1.2,12.47,5.37
7797,6         ,5         ,2021      ,32.0,39.5,26.0,31,2.54,8.2,9.96,1.76,9.09,0.89,4.46,3.74,8.96,0.76,7.06,1.14
7798,7         ,5         ,2021      ,30.4,37.0,23.4,37,1.76,6.7,5.61,1.09,6.12,0.58,9.09,2.39,5.69,1.01,11.81,5.11
7799,8         ,5         ,2021      ,32.6,39.8,24.6,28,1.58,7.1,7.51,0.41,7.95,0.85,6.46,0.64,7.67,0.57,4.01,3.09
7800,9         ,5         ,2021      ,34.6,42.1,25.8,23,1.45,7.2,6.4,0.8,6.66,0.54,5.39,1.81,8.02,0.82,6.14,1.06
7801,10        ,5         ,2021      ,35.1,42.2,27.6,20,1.62,7.4,7.53,0.13,7.64,0.24,6.94,0.46,7.01,0.39,10.23,2.83
7802,11        ,5         ,2021      ,34.9,42.0,27.2,23,1.33,6.9,7.41,0.51,6.06,0.84,10.02,3.12,5.78,1.12,6.1,0.8
7803,12        ,5         ,2021      ,33.5,38.8,27.2,25,1.9,7.2,5.56,1.64,7.0,0.2,5.43,1.77,7.27,0.07,11.98,4.78
7804,13        ,5         ,2021      ,32.4,38.3,26.4,34,2.69,8.0,8.23,0.23,8.8,0.8,5.46,2.54,7.07,0.93,13.94,5.94
7805,14        ,5         ,2021      ,32.3,38.8,25.1,31,2.7,8.4,6.85,1.55,8.8,0.4,7.21,1.19,7.22,1.18,4.48,3.92
7806,15        ,5         ,2021      ,33.0,39.5,26.4,29,3.02,8.9,6.96,1.94,9.57,0.67,11.27,2.37,9.03,0.13,7.01,1.89
7807,16        ,5         ,2021      ,33.4,40.2,26.2,27,2.85,9.0,10.27,1.27,8.38,0.62,7.98,1.02,9.87,0.87,12.65,3.65
7808,17        ,5         ,2021      ,33.9,40.6,27.0,31,2.02,7.7,7.11,0.59,8.02,0.32,11.37,3.67,7.32,0.38,6.07,1.63
7809,18        ,5         ,2021      ,33.5,39.2,27.9,30,2.76,8.4,9.38,0.98,8.38,0.02,6.08,2.32,7.29,1.11,14.01,5.61
7810,19        ,5         ,2021      ,31.9,38.0,25.8,36,2.86,8.1,7.8,0.3,8.71,0.61,5.01,3.09,8.77,0.67,4.52,3.58
